No_of_crime,Location,Offences,Year
390,Whanganui Area,Public order offences,2013
227,Whanganui Area,"Offences against justice procedures, government security and government operations",2013
14,Whanganui Area,Miscellaneous offences,2013
9,Wellington District,Homicide and related offences,2013
2185,Wellington District,Acts intended to cause injury,2013
41,Wellington District,Dangerous or negligent acts endangering persons,2013
564,Wellington District,"Abduction, harassment and other related offences against a person",2013
93,Wellington District,"Robbery, extortion and related offences",2013
719,Wellington District,"Unlawful entry with intent/burglary, break and enter",2013
2465,Wellington District,Theft and related offences,2013
315,Wellington District,"Fraud, deception and related offences",2013
1053,Wellington District,Illicit drug offences,2013
415,Wellington District,Prohibited and regulated weapons and explosives offences,2013
1123,Wellington District,Property damage and environmental pollution,2013
2873,Wellington District,Public order offences,2013
853,Wellington District,"Offences against justice procedures, government security and government operations",2013
76,Wellington District,Miscellaneous offences,2013
6,Tasman District,Homicide and related offences,2013
1241,Tasman District,Acts intended to cause injury,2013
118,Tasman District,Sexual assault and related offences,2013
19,Tasman District,Dangerous or negligent acts endangering persons,2013
436,Tasman District,"Abduction, harassment and other related offences against a person",2013
33,Tasman District,"Robbery, extortion and related offences",2013
447,Tasman District,"Unlawful entry with intent/burglary, break and enter",2013
1259,Tasman District,Theft and related offences,2013
115,Tasman District,"Fraud, deception and related offences",2013
984,Tasman District,Illicit drug offences,2013
686,Tasman District,Property damage and environmental pollution,2013
2060,Tasman District,Public order offences,2013
462,Tasman District,"Offences against justice procedures, government security and government operations",2013
3,Marlborough Area,Homicide and related offences,2013
337,Marlborough Area,Acts intended to cause injury,2013
39,Marlborough Area,Sexual assault and related offences,2013
122,Marlborough Area,"Abduction, harassment and other related offences against a person",2013
8,Marlborough Area,"Robbery, extortion and related offences",2013
102,Marlborough Area,"Unlawful entry with intent/burglary, break and enter",2013
381,Marlborough Area,Theft and related offences,2013
36,Marlborough Area,"Fraud, deception and related offences",2013
221,Marlborough Area,Illicit drug offences,2013
71,Marlborough Area,Prohibited and regulated weapons and explosives offences,2013
692,Marlborough Area,Public order offences,2013
137,Marlborough Area,"Offences against justice procedures, government security and government operations",2013
3,Nelson Bays Area,Homicide and related offences,2013
654,Nelson Bays Area,Acts intended to cause injury,2013
56,Nelson Bays Area,Sexual assault and related offences,2013
9,Nelson Bays Area,Dangerous or negligent acts endangering persons,2013
192,Nelson Bays Area,"Abduction, harassment and other related offences against a person",2013
20,Nelson Bays Area,"Robbery, extortion and related offences",2013
240,Nelson Bays Area,"Unlawful entry with intent/burglary, break and enter",2013
708,Nelson Bays Area,Theft and related offences,2013
55,Nelson Bays Area,"Fraud, deception and related offences",2013
456,Nelson Bays Area,Illicit drug offences,2013
112,Nelson Bays Area,Prohibited and regulated weapons and explosives offences,2013
333,Nelson Bays Area,Property damage and environmental pollution,2013
229,Nelson Bays Area,"Offences against justice procedures, government security and government operations",2013
0,West Coast Area,Homicide and related offences,2013
250,West Coast Area,Acts intended to cause injury,2013
23,West Coast Area,Sexual assault and related offences,2013
4,West Coast Area,Dangerous or negligent acts endangering persons,2013
122,West Coast Area,"Abduction, harassment and other related offences against a person",2013
5,West Coast Area,"Robbery, extortion and related offences",2013
105,West Coast Area,"Unlawful entry with intent/burglary, break and enter",2013
170,West Coast Area,Theft and related offences,2013
24,West Coast Area,"Fraud, deception and related offences",2013
307,West Coast Area,Illicit drug offences,2013
59,West Coast Area,Prohibited and regulated weapons and explosives offences,2013
154,West Coast Area,Property damage and environmental pollution,2013
328,West Coast Area,Public order offences,2013
10,West Coast Area,Miscellaneous offences,2013
9,Canterbury District,Homicide and related offences,2013
2588,Canterbury District,Acts intended to cause injury,2013
207,Canterbury District,Sexual assault and related offences,2013
35,Canterbury District,Dangerous or negligent acts endangering persons,2013
742,Canterbury District,"Abduction, harassment and other related offences against a person",2013
86,Canterbury District,"Robbery, extortion and related offences",2013
1056,Canterbury District,"Unlawful entry with intent/burglary, break and enter",2013
3544,Canterbury District,Theft and related offences,2013
528,Canterbury District,"Fraud, deception and related offences",2013
1337,Canterbury District,Illicit drug offences,2013
1482,Canterbury District,"Offences against justice procedures, government security and government operations",2013
75,Canterbury District,Miscellaneous offences,2013
5,Otago Coastal Area,Homicide and related offences,2013
1007,Otago Coastal Area,Acts intended to cause injury,2013
14,Otago Coastal Area,Dangerous or negligent acts endangering persons,2013
332,Otago Coastal Area,"Abduction, harassment and other related offences against a person",2013
40,Otago Coastal Area,"Robbery, extortion and related offences",2013
304,Otago Coastal Area,"Unlawful entry with intent/burglary, break and enter",2013
1101,Otago Coastal Area,Theft and related offences,2013
258,Otago Coastal Area,"Fraud, deception and related offences",2013
354,Otago Coastal Area,Illicit drug offences,2013
145,Otago Coastal Area,Prohibited and regulated weapons and explosives offences,2013
625,Otago Coastal Area,Property damage and environmental pollution,2013
1033,Otago Coastal Area,Public order offences,2013
325,Otago Coastal Area,"Offences against justice procedures, government security and government operations",2013
41,Otago Coastal Area,Miscellaneous offences,2013
0,Otago Lakes Central Area,Homicide and related offences,2013
316,Otago Lakes Central Area,Acts intended to cause injury,2013
12,Otago Lakes Central Area,Sexual assault and related offences,2013
3,Otago Lakes Central Area,Dangerous or negligent acts endangering persons,2013
62,Otago Lakes Central Area,"Abduction, harassment and other related offences against a person",2013
3,Otago Lakes Central Area,"Robbery, extortion and related offences",2013
68,Otago Lakes Central Area,"Unlawful entry with intent/burglary, break and enter",2013
281,Otago Lakes Central Area,Theft and related offences,2013
105,Otago Lakes Central Area,"Fraud, deception and related offences",2013
210,Otago Lakes Central Area,Illicit drug offences,2013
32,Otago Lakes Central Area,Prohibited and regulated weapons and explosives offences,2013
154,Otago Lakes Central Area,Property damage and environmental pollution,2013
590,Otago Lakes Central Area,Public order offences,2013
92,Otago Lakes Central Area,"Offences against justice procedures, government security and government operations",2013
12,Otago Lakes Central Area,Miscellaneous offences,2013
2,Southland Area,Homicide and related offences,2013
717,Southland Area,Acts intended to cause injury,2013
46,Southland Area,Sexual assault and related offences,2013
18,Southland Area,Dangerous or negligent acts endangering persons,2013
263,Southland Area,"Abduction, harassment and other related offences against a person",2013
9,Southland Area,"Robbery, extortion and related offences",2013
218,Southland Area,"Unlawful entry with intent/burglary, break and enter",2013
672,Southland Area,Theft and related offences,2013
104,Southland Area,"Fraud, deception and related offences",2013
342,Southland Area,Illicit drug offences,2013
137,Southland Area,Prohibited and regulated weapons and explosives offences,2013
354,Southland Area,Property damage and environmental pollution,2013
714,Southland Area,Public order offences,2013
298,Southland Area,"Offences against justice procedures, government security and government operations",2013
45,Southland Area,Miscellaneous offences,2013
3,Northland District,Homicide and related offences,2014
